城市,区域,道路号,小区
深圳,龙岗区,(龙岗区龙岗中心城)平安里二路3号,水蓝湾
深圳,龙岗区,(龙岗区平湖)平湖平新路与平龙路交汇处,融湖中心城一期
深圳,龙岗区,(龙岗区坂田)五和大道85号,万科四季花城七期
深圳,龙岗区,(龙岗区坂田)吉华路632号,台湾花园
深圳,龙岗区,(龙岗区布吉街)政清路42,文雅豪庭
深圳,龙岗区,(龙岗区龙岗中心城)鸿进路39号,鸿基花园
深圳,龙岗区,(龙岗区大运新城)龙城沙园路69号,中森双子座公馆
深圳,龙岗区,(龙岗区龙岗中心城)龙平西路183-1号,爱地花园
深圳,龙岗区,(龙岗区布吉关)龙岗大道2124号,龙威花园一期
深圳,龙岗区,(龙岗区布吉街)金利路25号,国都花园
深圳,龙岗区,(龙岗区坂田)坂雪岗大道4002号,万科城四期
深圳,龙岗区,(龙岗区布吉南岭)樟富北路35号,万科公园里一期
深圳,龙岗区,"(龙岗区龙岗中心城)回龙路32号, 三十八号路北阅山华府三期",阅山华府
深圳,龙岗区,(龙岗区布吉大芬)深惠路2251号,康达尔花园一期
深圳,龙岗区,(龙岗区龙岗中心城)朱古石路92号,鸿威de森林就瞰山
深圳,龙岗区,(龙岗区龙岗中心城)爱心路45,和煦苑
深圳,龙岗区,(龙岗区平湖)湖中心华南城旁(福安大街与平吉大道交汇处东北角),同创新作
深圳,龙岗区,(龙岗区布吉水径)吉布龙路与吉华路交汇处,万科麓城二期
深圳,龙岗区,(龙岗区龙岗中心城)龙 岗区龙 翔大道与龙 城大道交汇处，文化中心旁,万科时代广场
深圳,龙岗区,(龙岗区龙岗中心城)龙平西路与愉龙路交汇处（招商依山郡东侧）,壹锦园
深圳,龙岗区,(龙岗区坪地)龙岗区深汕路和南通道交汇处,中信龙盛广场
深圳,龙岗区,(龙岗区横岗)埔厦路8号,麟恒中心广场二期
深圳,龙岗区,(龙岗区布吉关)企岭北路25号,信义金御半山三期
深圳,龙岗区,(龙岗区龙岗中心城)龙城建设路33,碧湖康馨园
深圳,龙岗区,(龙岗区坂田)坂田北路34号,金洲嘉丽园
深圳,龙岗区,(龙岗区坂田)民康路68号,春华四季园一期
深圳,龙岗区,(龙岗区坂田)雅园路9号,万科第五园一期
深圳,龙岗区,(龙岗区龙岗中心城)对面岭一巷4号,珑禧
深圳,龙岗区,(龙岗区龙岗中心城)龙城大道132号,汇龙天下
深圳,龙岗区,(龙岗区布吉石芽岭)景芬路3号,华浩源A区
深圳,龙岗区,(龙岗区龙岗中心城)愉龙路160号,东方沁园
深圳,龙岗区,(龙岗区横岗)龙岗区横岗街道,星河智荟
深圳,龙岗区,(龙岗区平湖)平湖平新路与平龙路交汇处,融湖中心城二期
深圳,龙岗区,(龙岗区布吉关)湖西路2号,佳兆业可园一期
深圳,龙岗区,(龙岗区平湖)平湖富安大道与平安大道交汇处,熙?城
深圳,龙岗区,(龙岗区坪地)深汕公路与深汕高速交汇处（双龙站B出口转同乐方向）,中骏四季阳光一期
深圳,龙岗区,(龙岗区龙岗中心城)龙翔大道7188号,万科天誉
深圳,龙岗区,(龙岗区布吉关)荣华路87号,信义假日名城五期A逸翠园
深圳,龙岗区,(龙岗区龙岗双龙)龙岗路7号,聚龙苑
深圳,龙岗区,(龙岗区布吉大芬)布龙路2号,帝景峰
深圳,龙岗区,(龙岗区龙岗中心城)中心城龙富路5号,龙富花园(龙富路)
深圳,龙岗区,(龙岗区龙岗中心城)龙城大道与盐龙大道交汇处（阅山公馆对面）,岸上林居
深圳,龙岗区,(龙岗区龙岗中心城)龙翔大道7188号,天誉国际公馆
深圳,龙岗区,(龙岗区布吉大芬)深惠路424号,泰雅园
深圳,龙岗区,(龙岗区龙岗中心城)龙翔大道6063号,公园大地五期
深圳,龙岗区,(龙岗区龙岗双龙)碧新路(龙岗段)2038号,锦龙名苑
深圳,龙岗区,(龙岗区布吉街)李屋村48号,布吉李屋村
深圳,龙岗区,(龙岗区坪地)同富路88号,金阳成
深圳,龙岗区,(龙岗区布吉关)深惠路30-40号,吉星花园
深圳,龙岗区,(龙岗区龙岗宝荷)宝荷大道138号,卓弘高尔夫雅苑
深圳,龙岗区,"(龙岗区大运新城)龙 岗大运新 城飞扬路与清霞路交界处, 清霞路666号",嘉亿爵悦
深圳,龙岗区,(龙岗区布吉南岭)沙坪北路92号,恒大国香山
深圳,龙岗区,(龙岗区布吉大芬)深惠路375号,龙泉别墅
深圳,龙岗区,(龙岗区龙岗双龙)建新路2号,一城峰景
深圳,龙岗区,(龙岗区龙岗双龙)龙岗路15号,创富时代名苑
深圳,龙岗区,(龙岗区龙岗双龙)龙岗路1号,德沁苑
深圳,龙岗区,(龙岗区坪地)龙岗区龙岗街道,中骏四季阳光三期
深圳,龙岗区,(龙岗区布吉关)湖南路51号,百合星城二期
深圳,龙岗区,(龙岗区布吉石芽岭)科技园路141号,来座山
深圳,龙岗区,(龙岗区坂田)雅园路26-3号,万科第五园五期
深圳,龙岗区,(龙岗区布吉街)龙岗区布吉街道布李路96号,花语馨
深圳,龙岗区,(龙岗区龙岗中心城)清林路442号,天健现代城
深圳,龙岗区,(龙岗区布吉南岭)龙 岗 区大芬立交,联美新天地
深圳,龙岗区,(龙岗区布吉大芬)龙岗大道（布吉段）2578号,桂芳园一期
深圳,龙岗区,(龙岗区布吉大芬)布沙路162号,南景豪庭
深圳,龙岗区,(龙岗区布吉石芽岭)科技园路33号,倚山别苑
深圳,龙岗区,(龙岗区龙岗中心城)清林路4号,愉园新苑
深圳,龙岗区,(龙岗区布吉南岭)德堂路万科公园里花园四期,万科公园6号
深圳,龙岗区,(龙岗区龙岗中心城)龙城大道138号,欧意轩花园
深圳,龙岗区,(龙岗区横岗)深惠路644号,翠湖山庄
深圳,龙岗区,(龙岗区龙岗中心城)龙岗区龙城街道,华策中心城
深圳,龙岗区,(龙岗区坂田)五和南路75号,家和花园南区
深圳,龙岗区,(龙岗区坂田)布龙路与清平高速出口交汇处,佳兆业悦峰2期
深圳,龙岗区,(龙岗区布吉街)长龙路长龙新村,长龙新村
深圳,龙岗区,(龙岗区龙岗双龙)碧新路2022号,旭源怡景轩
深圳,龙岗区,(龙岗区龙岗中心城)爱龙路133号,学府道花园
深圳,龙岗区,(龙岗区布吉大芬)中怡路56号,中房怡芬花园
深圳,龙岗区,(龙岗区坂田)布龙路佳兆业悦峰,佳兆业悦峰
深圳,龙岗区,"(龙岗区横岗)红棉一路88－30号, 红棉一路88号",锦冠华城
深圳,龙岗区,(龙岗区布吉大芬)南湾街道中翠路19号,桂芳园七期
深圳,龙岗区,(龙岗区平湖)凤凰大道108号,御峰园
深圳,龙岗区,(龙岗区横岗)四联路350号,腾昌花园
深圳,龙岗区,(龙岗区横岗)恒心路2号,卓越城市中心花园
深圳,龙岗区,(龙岗区龙岗中心城)友谊路2号,国香尚居
深圳,龙岗区,(龙岗区布吉大芬)布沙路172号,颂雅苑
深圳,龙岗区,(龙岗区坪地)燕宝街11号,创城宜城风景
深圳,龙岗区,(龙岗区龙岗中心城)爱心路4,和盛苑
深圳,龙岗区,(龙岗区大运新城)中心城黄阁路,黄阁翠苑
深圳,龙岗区,(龙岗区龙岗中心城)龙平东路528号,禾田小筑
深圳,龙岗区,(龙岗区布吉关)罗岗南京路1号,京南华庭
深圳,龙岗区,(龙岗区龙岗中心城)吉祥中路52号,鸿进花园
深圳,龙岗区,(龙岗区横岗)埔厦路75号,瑞泽佳园
深圳,龙岗区,(龙岗区布吉街)布中路12号,美杜兰华庭
深圳,龙岗区,(龙岗区布吉街)吉华路280号,恒通工业城
深圳,龙岗区,(龙岗区丹竹头)龙 岗龙 岗大道与丹沙路交汇处（地铁3号线丹竹头站A出口）,合正丹郡
深圳,龙岗区,(龙岗区布吉大芬)中怡路23,盈翠家园
深圳,龙岗区,(龙岗区平湖)平湖富安大道（华润配送中心旁或华南城北门水门路）,华侨城四海锦园
深圳,龙岗区,(龙岗区大运新城)长江埔路78号,上百间
深圳,龙岗区,(龙岗区龙岗中心城)清林路38号,花半里
深圳,龙岗区,(龙岗区坂田)坂田坂雪岗大道儒骏大厦1楼,儒骏城立方
深圳,龙岗区,(龙岗区龙岗中心城)爱龙路99号,欧景花园三期
深圳,龙岗区,(龙岗区横岗)梧桐路7号,中海大山地南区
深圳,龙岗区,(龙岗区坪地)龙岗区坪地镇十八小区,怡心广场
深圳,龙岗区,(龙岗区平湖)平龙东路43号,东都雅苑
深圳,龙岗区,(龙岗区布吉南岭)樟富南路1号,鸿润豪苑
深圳,龙岗区,(龙岗区布吉街)布吉西环路旁边水径八约一街,龙富花园(西环路)
深圳,龙岗区,(龙岗区龙岗中心城)晨光路72号,翡翠明珠花园
深圳,龙岗区,(龙岗区龙岗中心城)盛龙路22号,远洋新天地
深圳,龙岗区,(龙岗区大运新城)龙飞大道2号,睿智华庭
深圳,龙岗区,(龙岗区龙岗中心城)盛龙路278号,河岸轩
深圳,龙岗区,(龙岗区大运新城)清辉路32,嘉欣园
深圳,龙岗区,(龙岗区横岗)松柏路1号,银信中心二期
深圳,龙岗区,(龙岗区龙岗中心城)龙平西路24号,长江花园
深圳,龙岗区,"(龙岗区龙岗中心城)如意路322号, 龙翔大道5006号",雅庭名苑
深圳,龙岗区,(龙岗区坂田)布吉镇雪象村,高发悦驰苑
深圳,龙岗区,(龙岗区坂田)和?路11,吉祥楼
深圳,龙岗区,(龙岗区布吉大芬)布沙路132号,祥云苑
深圳,龙岗区,(龙岗区平湖)平湖新河路与平新北路交汇处,平吉上苑
深圳,龙岗区,(龙岗区龙岗中心城)白灰围一路8号,龙城国际
深圳,龙岗区,(龙岗区布吉大芬)中翠路106号,和通花园
深圳,龙岗区,(龙岗区龙岗中心城)余岭东路１号,余岭山庄
深圳,龙岗区,(龙岗区布吉南岭)布吉街道湖西路西侧,大芬艺术大厦
深圳,龙岗区,(龙岗区龙岗中心城)龙城大道138号,竹沁苑公寓
深圳,龙岗区,(龙岗区布吉南岭)湖西路300号,大芬油画苑
深圳,龙岗区,(龙岗区龙岗中心城)龙福西路20,东方御花园
深圳,龙岗区,(龙岗区布吉关)罗岗路2号,加洲花园
深圳,龙岗区,(龙岗区龙岗中心城)龙翔大道二区21号,龙翔花园
深圳,龙岗区,(龙岗区布吉石芽岭)布龙路81号,万隆苑
深圳,龙岗区,(龙岗区龙岗中心城)松仔岭二路17,城龙花园
深圳,龙岗区,(龙岗区龙岗中心城)禾田路35号,锦绣东方
深圳,龙岗区,(龙岗区布吉关)百鸽路246号,信义假日名城一期沁芳园
深圳,龙岗区,(龙岗区龙岗中心城)回龙路2号,宝能悦澜山花园
深圳,龙岗区,(龙岗区坂田)五和大道南30号,星光之约
深圳,龙岗区,(龙岗区大运新城)龙 岗大道与长江埔路交汇处（地铁3号线荷坳站B出口）,森泉雅轩
深圳,龙岗区,(龙岗区龙岗中心城)熙和园33-35号,熙和园
深圳,龙岗区,(龙岗区坪地)兴华路19号,西湖苑
深圳,龙岗区,(龙岗区平湖)平安大道176号,佳兆业茗萃园二期
深圳,龙岗区,(龙岗区布吉石芽岭)科技园路8号,慢城二期
深圳,龙岗区,(龙岗区布吉街)宝丽路56号,京宝苑
深圳,龙岗区,(龙岗区龙岗中心城)龙福西路104号,欧景花园一期
深圳,龙岗区,(龙岗区坂田)龙岗区坂雪岗大道与稼先路交汇处,华创云轩
深圳,龙岗区,(龙岗区坂田)五和南路51号,阳光第五季
深圳,龙岗区,(龙岗区坂田)布龙公路168号,绿怡居
深圳,龙岗区,(龙岗区横岗)龙岗区龙岗大道与保康路交汇处荣德国际A座,荣德国际ECC
深圳,龙岗区,(龙岗区横岗)乐园路66号,康乐花园
深圳,龙岗区,(龙岗区龙岗中心城)龙翔大道5061号,园景花园
深圳,龙岗区,(龙岗区布吉南岭)南湾街道丹平快速路西侧,大族河山
深圳,龙岗区,(龙岗区横岗)深惠路634号,横岗联建楼
深圳,龙岗区,(龙岗区龙岗中心城)清林路258号,和顺苑
深圳,龙岗区,(龙岗区龙岗中心城)广东省深圳市龙岗区盘龙路,同创九著院
深圳,龙岗区,(龙岗区大运新城)龙翔大道718号,海逸雅居
深圳,龙岗区,(龙岗区龙岗中心城)龙平西路12号,天集雅苑
深圳,龙岗区,(龙岗区布吉街)政清路36号,鸿景豪苑
深圳,龙岗区,(龙岗区布吉大芬)大芬村桔子坑,倚龙华庭
深圳,龙岗区,(龙岗区龙岗中心城)白灰围一路21号,家和盛世花园二期
深圳,龙岗区,(龙岗区坂田)坂雪岗大道4002号,万科城二期
深圳,龙岗区,(龙岗区龙岗中心城)清林路328号,香林玫瑰花园
深圳,龙岗区,(龙岗区龙岗中心城)白灰围二路82号,和兴苑
深圳,龙岗区,(龙岗区布吉街)深惠路186号,茂宝大厦
深圳,龙岗区,(龙岗区布吉大芬)龙岗大道2287号,友联花园
深圳,龙岗区,(龙岗区布吉街)吉政路54号,华昱花园
深圳,龙岗区,(龙岗区龙岗中心城)龙潭路19号,紫薇苑西区
深圳,龙岗区,(龙岗区龙岗中心城)松仔岭二路14号,御府名筑
深圳,龙岗区,(龙岗区龙岗中心城)愉福路,福园小区
深圳,龙岗区,(龙岗区龙岗中心城)和谐路63,美利达新村
深圳,龙岗区,(龙岗区龙岗中心城)龙岗大道2072号,东森花园
深圳,龙岗区,(龙岗区龙岗双龙)龙 岗区碧新路与新生路交汇处,朗泓龙园大观
深圳,龙岗区,(龙岗区布吉关)京南路10号,超群大厦
深圳,龙岗区,(龙岗区坂田)坂田街道坂雪岗大道与环城南路交汇处东南角,太阳雨家园
深圳,龙岗区,(龙岗区平湖)平安大道313号,佳兆业茗萃园一期
深圳,龙岗区,(龙岗区龙岗中心城)于中路10-3,尚景欣园
深圳,龙岗区,(龙岗区龙岗中心城)深圳市龙岗中心区黄阁中路东与白灰围一路交汇处（平安里学校前）,吉祥里
深圳,龙岗区,(龙岗区大运新城)龙岗区大运新城青春路与飞扬路交界处,启迪协信科技园
深圳,龙岗区,(龙岗区布吉石芽岭)深圳市龙岗区布吉街道科技园路与景芬路交汇处向西200米处,长庆小时代
深圳,龙岗区,(龙岗区丹竹头)龙岗区南湾街道,英郡假日广场
深圳,龙岗区,(龙岗区龙岗中心城)回龙路4号,全盛紫云庭
深圳,龙岗区,(龙岗区平湖)平安大道315号,佳兆业茗萃园三期
深圳,龙岗区,(龙岗区大运新城)龙岗大道爱联水泥厂小区,爱联水泥厂小区
深圳,龙岗区,(龙岗区横岗)梧桐路138-2号,梧桐花园
深圳,龙岗区,(龙岗区布吉南岭)樟富南路1号,泰阳金桔苑
深圳,龙岗区,(龙岗区横岗)君雅二路6号,新秀苑
深圳,龙岗区,(龙岗区龙岗双龙)碧新路2411号,新城花园龙岗
深圳,龙岗区,(龙岗区龙岗中心城)龙岗中心城龙城大道龙城广场旁,特丰综合楼
深圳,龙岗区,(龙岗区坂田)坂田街道雪象村,中浩吉祥花园
深圳,龙岗区,(龙岗区坂田)环城南路8号,万科第五园七期
深圳,龙岗区,(龙岗区龙岗中心城)龙翔大道6063号,公园大地八期
深圳,龙岗区,(龙岗区龙岗中心城)龙岗大道104,富康苑
深圳,龙岗区,(龙岗区布吉街)莲花路135号,长兴楼
深圳,龙岗区,(龙岗区布吉南岭)布沙路150号,南威中心
深圳,龙岗区,(龙岗区布吉街)新三村东区二十二巷4号,新三村东区住宅
深圳,龙岗区,(龙岗区布吉街)布吉街道中兴路（布吉天虹商场对面）,世纪华厦
深圳,龙岗区,(龙岗区龙岗中心城)龙河路2-105,长海雅园
深圳,龙岗区,(龙岗区龙岗双龙)翠竹街11号,运河蓝湾
深圳,龙岗区,(龙岗区横岗)湛宝路1号,信义湛宝广场
深圳,龙岗区,(龙岗区龙岗中心城)爱龙路18号,瑞华园
深圳,龙岗区,(龙岗区龙岗中心城)龙岗区龙岗大道与植物园路交汇处,远洋新干线二期
深圳,龙岗区,(龙岗区横岗)为民路2号,新雅苑
深圳,龙岗区,(龙岗区龙岗中心城)龙西新村18巷-1,龙西新村18巷
深圳,龙岗区,(龙岗区龙岗中心城)龙福西路111号,家和盛世花园一期
深圳,龙岗区,(龙岗区坂田)五和大道南30号,天景山庄
深圳,龙岗区,(龙岗区龙岗中心城)龙翔大道6063号,公园大地一期
深圳,龙岗区,(龙岗区龙岗双龙)碧新路仙岭公馆,仙岭公馆
深圳,龙岗区,(龙岗区龙岗中心城)吉祥路266号,新鸿进花园
深圳,龙岗区,(龙岗区龙岗中心城)龙翔大道6063号,公园大地二期
深圳,龙岗区,(龙岗区布吉水径)布龙路32号,景华苑
深圳,龙岗区,(龙岗区布吉街)布龙路29号,大世纪杰座
深圳,龙岗区,(龙岗区大运新城)龙岗天安数码城以西500米处龙城工业园西侧,大运城邦曦城
深圳,龙岗区,(龙岗区坂田)吉华路阳明公寓,阳明公寓
深圳,龙岗区,(龙岗区龙岗双龙)向东路91号,龙侨新村
深圳,龙岗区,(龙岗区布吉关)罗岗路40-8号,信义金御半山一期
深圳,龙岗区,(龙岗区布吉街)吉华路新兴楼,新兴楼
深圳,龙岗区,(龙岗区布吉街)布吉街道文化路18号,半山道1号礼宾府
深圳,龙岗区,(龙岗区坂田)布龙路601号,十二橡树庄园二期
深圳,龙岗区,(龙岗区龙岗中心城)龙翔大道6063号,公园大地六期
深圳,龙岗区,(龙岗区横岗)为民路3号,新景苑
深圳,龙岗区,(龙岗区坂田)雅园路9-139号,万科第五园六期
深圳,龙岗区,(龙岗区布吉街)金龙路38号,东兴楼
深圳,龙岗区,(龙岗区布吉街)广场路1号,诚信华庭
深圳,龙岗区,(龙岗区龙岗中心城)龙平西路13号,非凡空间
深圳,龙岗区,(龙岗区布吉关)罗湖罗岗社区罗岗路与翔鸽路交汇,信义金御半山二期
深圳,龙岗区,(龙岗区布吉街)莲花路32号,莲花山庄怡心苑
深圳,龙岗区,(龙岗区龙岗中心城)龙翔大道6212号,东都花园一期二区
深圳,龙岗区,(龙岗区龙岗双龙)碧新路（龙岗段）2037号,旭源瑞景轩
